profile,seed,end,cycles,score,alive,deaths,drown,storm,built,lost,produced,relics,cards,min_satiety,min_warmth,min_mood,low_satiety_pct,low_warmth_pct,low_mood_pct,zero_satiety,zero_warmth,zero_mood,sick_pct,wet_pct,idle_pct,deepest_mark,storm_min_mark,storm_below,storm_wet_band,storm_damaged,storm_buildings,cargo,survivor_points,creatures,damage,stolen,flooded_storages,rations,catch,scrap,kelp,driftwood,got_scrap,got_catch,got_kelp,got_salt,got_water,wreck5,wreck6
gatherer,119785,ship,12,40,6,0,0,0,2,0,14,0,fast_haul|full_moon|sea_loan|deep_dive|the_dash|deep_dive|deep_dive|travel_light|deep_dive|deep_dive|fast_haul|deep_dive,17,0,15,5.35,24.16,7.13,0,711,0,3.55,2.95,48.03,-4,1.78,0,1,2,6,10,30,6,0,0,1,0,0,40,20,0,52,96,30,56,42,0,0
gatherer,127704,ship,12,35,7,2,2,0,2,0,14,0,careful|full_moon|full_moon|travel_light|deep_dive|deep_dive|full_moon|muffled_bell|full_moon|deep_dive|sea_loan|careful,26,0,0,0.23,33.42,6.16,0,2128,256,9.02,2.29,55.55,-4,2.00,0,3,2,6,0,35,6,0,0,1,0,0,36,20,0,52,85,30,54,42,0,0
gatherer,135623,ship,12,30,5,3,0,3,3,0,14,0,deep_dive|sea_loan|fast_haul|muffled_bell|fast_haul|travel_light|the_dash|fast_haul|the_dash|long_breath|long_breath|deep_dive,0,0,0,18.42,13.12,13.87,1179,210,3190,0.91,1.02,55.75,-5,2.78,0,0,3,7,5,25,6,0,0,1,0,0,40,28,0,62,88,42,48,48,4,0
gatherer,143542,ship,12,30,6,1,0,1,2,0,14,0,sea_loan|sea_loan|deep_dive|careful|careful|sea_loan|travel_light|long_breath|careful|muffled_bell|full_moon|full_moon,0,0,0,3.07,26.82,22.73,115,2132,2325,9.02,3.14,55.05,-4,1.36,0,2,2,6,0,30,6,0,0,1,0,0,40,20,0,51,92,28,52,40,0,0
gatherer,151461,ship,12,39,5,3,1,2,2,0,14,0,full_moon|deep_dive|deep_dive|deep_dive|travel_light|the_dash|deep_dive|deep_dive|deep_dive|deep_dive|fast_haul|muffled_bell,0,0,0,7.42,24.78,9.11,0,794,675,3.68,1.91,50.22,-4,1.78,0,2,2,6,14,25,6,0,0,1,0,0,36,18,0,52,96,32,56,40,0,0
balanced,1000,ship,12,20,4,4,0,4,5,0,24,0,fast_haul|sea_loan|fast_haul|deep_dive|travel_light|sea_loan|sea_loan|careful|fast_haul|the_dash|travel_light|full_moon,0,0,0,6.74,25.07,11.70,44,1140,2700,4.94,3.09,52.17,-4,3.00,0,0,3,9,0,20,6,0,0,1,0,0,28,26,0,52,84,28,48,42,0,0
balanced,8919,ship,12,20,4,2,2,0,4,0,26,0,deep_dive|sea_loan|fast_haul|fast_haul|fast_haul|fast_haul|travel_light|fast_haul|sea_loan|full_moon|muffled_bell|muffled_bell,39,0,0,0.00,15.70,91.36,0,17,6762,8.23,0.96,53.50,-3,2.00,0,3,1,6,0,20,6,0,0,1,0,6,0,26,6,24,60,30,52,12,0,0
balanced,16838,ship,12,71,7,1,0,1,5,0,26,0,long_breath|fast_haul|travel_light|long_breath|fast_haul|travel_light|fast_haul|fast_haul|careful|fast_haul|deep_dive|travel_light,0,0,14,14.32,22.99,5.08,219,872,0,3.47,0.00,62.33,-4,3.00,0,0,3,9,36,35,6,0,0,0,0,0,13,21,0,52,86,32,55,42,0,0
balanced,24757,ship,12,30,6,3,0,3,3,0,18,0,fast_haul|fast_haul|fast_haul|muffled_bell|fast_haul|fast_haul|travel_light|fast_haul|full_moon|long_breath|full_moon|deep_dive,0,0,0,21.08,24.62,15.73,1770,1948,3828,8.00,0.31,60.56,-4,1.78,0,1,2,7,0,30,6,0,0,1,0,0,32,12,0,51,88,26,48,44,0,0
balanced,32676,ship,12,20,4,2,1,1,2,0,20,0,careful|muffled_bell|the_dash|fast_haul|careful|long_breath|fast_haul|sea_loan|deep_dive|long_breath|long_breath|fast_haul,0,0,0,10.64,31.58,20.47,219,1029,900,6.00,2.44,48.93,-3,2.00,0,1,1,6,0,20,6,0,0,1,0,0,8,20,0,24,84,28,52,14,0,0
balanced,40595,ship,12,50,6,0,0,0,3,0,21,0,full_moon|fast_haul|muffled_bell|long_breath|long_breath|the_dash|long_breath|deep_dive|muffled_bell|fast_haul|long_breath|fast_haul,30,0,15,0.00,34.39,6.15,0,1945,0,9.37,3.20,48.32,-4,2.00,0,1,2,7,20,30,6,0,0,1,0,7,23,24,0,44,93,32,56,25,0,0
balanced,48514,ship,12,38,5,2,1,1,5,0,26,0,long_breath|fast_haul|full_moon|fast_haul|muffled_bell|fast_haul|fast_haul|careful|fast_haul|fast_haul|fast_haul|the_dash,0,0,0,17.83,29.19,37.83,1057,2113,3260,9.96,3.90,49.41,-4,3.00,0,0,3,9,13,25,6,0,0,1,0,0,22,26,0,51,85,27,47,40,0,0
balanced,56433,ship,12,45,3,6,0,6,3,0,18,0,fast_haul|fast_haul|fast_haul|fast_haul|fast_haul|fast_haul|fast_haul|fast_haul|long_breath|muffled_bell|deep_dive|full_moon,0,0,0,15.12,21.09,7.71,790,985,1914,3.97,0.30,51.99,-4,1.52,0,1,2,7,30,15,6,0,0,0,0,0,25,16,0,52,84,28,48,44,0,0
balanced,64352,ship,12,25,5,4,1,3,3,0,18,0,travel_light|muffled_bell|the_dash|fast_haul|careful|full_moon|muffled_bell|fast_haul|the_dash|the_dash|fast_haul|muffled_bell,1,0,0,6.97,12.61,14.49,0,188,1848,0.81,0.02,52.24,-4,3.00,0,0,2,7,0,25,6,0,0,1,0,0,33,18,0,52,89,28,52,45,0,0
balanced,72271,ship,12,25,5,2,0,2,5,0,25,0,long_breath|travel_light|fast_haul|careful|full_moon|the_dash|the_dash|long_breath|full_moon|full_moon|travel_light|deep_dive,40,0,0,0.00,21.21,17.19,0,294,3190,1.38,2.21,47.22,-4,3.00,0,0,3,9,0,25,6,0,0,1,0,0,26,20,0,49,85,28,48,44,0,0
balanced,80190,ship,12,20,4,4,0,4,6,0,24,0,muffled_bell|muffled_bell|careful|fast_haul|muffled_bell|full_moon|careful|fast_haul|sea_loan|deep_dive|deep_dive|full_moon,1,0,0,8.83,17.53,11.02,0,504,2552,2.18,0.00,56.13,-4,3.00,0,0,3,10,0,20,6,0,0,1,0,0,14,16,0,46,84,28,48,34,0,0
balanced,88109,ship,12,35,5,2,0,2,3,0,18,0,travel_light|full_moon|fast_haul|fast_haul|deep_dive|muffled_bell|muffled_bell|fast_haul|muffled_bell|careful|deep_dive|travel_light,0,0,0,11.17,20.85,14.75,318,1097,1914,5.07,1.71,52.32,-4,1.02,0,1,2,7,10,25,6,0,0,1,0,0,29,20,0,49,92,28,50,44,0,0
balanced,96028,ship,12,25,5,2,0,2,3,0,18,0,sea_loan|careful|fast_haul|the_dash|the_dash|long_breath|long_breath|travel_light|full_moon|the_dash|long_breath|travel_light,0,0,0,8.22,20.67,15.25,22,748,1412,3.38,2.92,53.06,-4,3.00,0,0,2,7,0,25,6,0,0,1,0,0,29,20,0,44,92,29,50,46,0,0
balanced,103947,ship,12,30,6,0,0,0,3,0,18,0,fast_haul|fast_haul|careful|fast_haul|long_breath|travel_light|long_breath|fast_haul|full_moon|long_breath|fast_haul|muffled_bell,0,0,18,25.90,21.92,0.57,2525,1300,0,6.09,0.70,60.02,-4,1.02,0,2,2,7,0,30,6,0,0,1,0,0,21,20,0,44,86,30,50,17,0,0
balanced,111866,ship,12,20,4,2,2,0,3,0,18,0,deep_dive|full_moon|sea_loan|long_breath|full_moon|deep_dive|full_moon|sea_loan|sea_loan|careful|travel_light|sea_loan,0,0,0,8.77,35.78,45.61,357,2923,4111,17.32,1.63,55.74,-4,2.00,0,3,2,7,0,20,6,0,0,1,0,0,29,20,0,44,72,24,44,24,0,0
balanced,119785,ship,12,79,7,2,0,2,5,0,24,0,fast_haul|muffled_bell|careful|deep_dive|fast_haul|travel_light|long_breath|deep_dive|long_breath|careful|fast_haul|fast_haul,0,0,0,10.13,22.25,16.29,512,1198,604,4.48,0.56,54.89,-4,1.57,0,2,3,9,44,35,6,0,0,0,0,0,16,19,0,52,96,31,56,44,0,0
balanced,127704,ship,12,25,5,1,1,0,3,0,19,0,fast_haul|fast_haul|careful|full_moon|fast_haul|muffled_bell|muffled_bell|full_moon|deep_dive|fast_haul|fast_haul|fast_haul,33,0,0,0.00,34.77,32.55,0,2200,1469,12.13,4.10,49.10,-4,2.00,0,2,2,7,0,25,6,0,0,1,0,6,20,19,0,49,85,30,50,24,0,0
balanced,135623,ship,12,69,7,0,0,0,3,0,18,0,travel_light|long_breath|muffled_bell|the_dash|travel_light|careful|the_dash|fast_haul|fast_haul|fast_haul|muffled_bell|muffled_bell,38,0,0,0.00,29.65,2.90,0,1152,1,4.91,0.96,54.36,-4,2.00,0,3,2,7,34,35,6,0,0,0,0,0,29,20,0,49,84,32,56,31,0,0
balanced,143542,ship,12,42,6,0,0,0,3,0,17,0,sea_loan|deep_dive|full_moon|fast_haul|travel_light|fast_haul|long_breath|fast_haul|careful|travel_light|careful|careful,0,0,0,13.94,30.46,23.24,73,2509,675,11.69,4.15,51.00,-4,2.00,0,4,2,7,12,30,6,0,0,1,0,0,30,22,0,49,92,32,56,34,0,0
balanced,151461,ship,12,30,6,3,0,3,2,0,19,0,full_moon|careful|travel_light|careful|long_breath|deep_dive|full_moon|fast_haul|fast_haul|the_dash|fast_haul|long_breath,0,0,0,8.15,26.72,17.36,75,1846,2159,7.91,1.59,55.77,-3,2.00,0,1,1,6,0,30,6,0,0,1,0,0,7,22,0,24,92,32,52,22,0,0
