profile,seed,cycle,deaths,ebb_start_level,at_risk_at_ebb,submerged_samples,submerged_pct,avg_satiety,avg_warmth,avg_mood
builder,8919,4,0,0.000,0,0,0.0,85.5,98.2,72.7
builder,8919,5,0,0.000,0,0,0.0,67.5,96.2,71.3
builder,8919,6,0,0.000,0,0,0.0,76.0,99.0,68.0
builder,8919,7,0,2.000,0,0,0.0,68.7,96.4,65.1
builder,8919,8,0,0.000,0,0,0.0,69.6,93.1,61.6
builder,8919,9,0,0.000,0,0,0.0,58.3,97.5,66.9
builder,8919,10,0,0.000,0,0,0.0,41.7,97.7,63.4
builder,8919,11,0,0.000,0,0,0.0,32.4,97.5,71.0
builder,8919,12,0,0.000,0,8,0.3,16.5,96.3,67.4
builder,8919,13,0,3.000,0,0,0.0,10.8,91.9,57.7
builder,16838,1,0,-0.000,0,0,0.0,91.0,99.7,70.0
builder,16838,2,0,0.000,0,0,0.0,75.2,95.3,74.4
builder,16838,3,0,0.000,0,0,0.0,75.6,93.2,75.4
builder,16838,4,0,0.000,0,0,0.0,83.8,99.1,80.0
builder,16838,5,0,0.000,0,0,0.0,67.0,98.9,80.5
builder,16838,6,0,0.000,0,0,0.0,73.8,99.9,79.2
builder,16838,7,0,2.000,0,0,0.0,64.5,96.4,78.2
builder,16838,8,0,0.000,0,0,0.0,63.3,95.1,74.0
builder,16838,9,0,0.000,0,0,0.0,44.7,97.8,74.5
builder,16838,10,0,0.000,0,0,0.0,28.1,98.9,75.0
builder,16838,11,0,0.000,0,0,0.0,15.8,99.0,81.5
builder,16838,12,0,0.000,0,0,0.0,5.2,97.6,80.8
builder,16838,13,0,4.000,0,0,0.0,0.0,94.1,73.2
builder,24757,1,0,-0.000,0,0,0.0,90.0,99.6,70.0
builder,24757,2,0,0.000,0,0,0.0,74.3,94.4,74.3
builder,24757,3,0,0.000,0,0,0.0,77.5,90.9,73.6
builder,24757,4,0,0.000,0,0,0.0,79.1,95.1,72.9
builder,24757,5,0,0.000,0,0,0.0,75.9,97.2,71.6
builder,24757,6,0,0.000,0,0,0.0,66.3,98.4,67.2
builder,24757,7,0,3.000,0,0,0.0,55.3,90.1,58.6
builder,24757,8,0,0.000,0,0,0.0,60.2,85.1,54.0
builder,24757,9,0,0.000,0,0,0.0,65.2,91.2,49.3
builder,24757,10,0,0.000,0,0,0.0,64.9,95.1,41.2
builder,24757,11,0,0.000,0,0,0.0,63.6,96.5,32.8
builder,24757,12,0,0.000,0,0,0.0,47.8,96.3,32.1
builder,24757,13,0,2.000,0,0,0.0,0.0,0.0,0.0
builder,32676,1,0,-0.000,0,0,0.0,91.0,99.6,70.0
builder,32676,2,0,0.000,0,0,0.0,73.0,95.3,70.2
builder,32676,3,0,0.000,0,0,0.0,72.9,92.4,71.0
builder,32676,4,0,0.000,0,0,0.0,88.1,98.1,76.6
builder,32676,5,0,0.000,0,0,0.0,71.1,97.7,77.6
builder,32676,6,0,0.000,0,0,0.0,58.2,97.8,78.6
builder,32676,7,0,2.000,0,0,0.0,68.7,99.3,76.1
builder,32676,8,0,0.000,0,0,0.0,76.1,99.5,76.6
builder,32676,9,0,0.000,0,0,0.0,64.8,98.6,77.5
builder,32676,10,0,0.000,0,0,0.0,65.3,98.3,80.6
builder,32676,11,0,0.000,0,0,0.0,63.6,96.6,84.2
builder,32676,12,0,0.000,0,0,0.0,46.0,96.8,82.6
builder,32676,13,0,4.000,1,1,10.0,42.8,94.1,79.7
builder,40595,1,0,-0.000,0,0,0.0,90.5,99.7,70.0
builder,40595,2,0,0.000,0,0,0.0,72.4,94.6,70.0
builder,40595,3,0,0.000,0,0,0.0,78.3,92.5,70.0
builder,40595,4,0,0.000,0,0,0.0,80.5,98.5,74.3
builder,40595,5,0,0.000,0,0,0.0,68.9,96.1,74.3
builder,40595,6,0,0.000,0,0,0.0,74.8,96.9,69.3
builder,40595,7,0,3.000,0,0,0.0,59.1,88.5,60.7
builder,40595,8,0,0.000,0,0,0.0,67.7,86.0,56.1
builder,40595,9,0,0.000,0,0,0.0,69.0,94.8,52.8
builder,40595,10,0,0.000,0,0,0.0,67.3,96.6,45.8
builder,40595,11,0,0.000,0,0,0.0,62.0,94.7,38.1
builder,40595,12,0,0.000,0,0,0.0,63.0,96.4,34.8
builder,40595,13,0,2.000,0,0,0.0,56.8,97.3,34.3
builder,48514,1,0,-0.000,0,0,0.0,90.5,99.6,70.0
builder,48514,2,0,0.000,0,0,0.0,74.9,95.2,74.0
builder,48514,3,0,0.000,0,0,0.0,77.5,93.6,71.6
builder,48514,4,0,0.000,0,0,0.0,78.7,98.2,69.1
builder,48514,5,0,0.000,0,0,0.0,70.2,98.7,66.7
builder,48514,6,0,0.000,0,0,0.0,75.1,99.6,66.5
builder,48514,7,0,2.000,0,0,0.0,62.4,98.4,65.0
builder,48514,8,0,0.000,0,0,0.0,68.4,97.9,59.6
builder,48514,9,0,0.000,0,0,0.0,62.9,97.4,56.5
builder,48514,10,0,0.000,0,0,0.0,60.1,95.1,51.0
builder,48514,11,0,0.000,0,0,0.0,46.5,97.5,55.4
builder,48514,12,0,0.000,0,0,0.0,27.8,96.1,52.2
builder,48514,13,0,3.000,0,0,0.0,0.0,0.0,0.0
builder,56433,1,0,-0.000,0,0,0.0,89.5,99.6,70.0
builder,56433,2,0,0.000,0,0,0.0,70.9,94.5,70.7
builder,56433,3,0,0.000,0,0,0.0,82.4,93.7,76.3
builder,56433,4,0,0.000,0,0,0.0,73.5,98.0,78.0
builder,56433,5,0,0.000,0,0,0.0,72.6,98.8,78.7
builder,56433,6,0,0.000,0,0,0.0,74.0,99.8,81.2
builder,56433,7,0,2.000,0,0,0.0,65.7,97.8,82.5
builder,56433,8,0,0.000,0,0,0.0,69.5,99.3,82.0
builder,56433,9,0,0.000,0,0,0.0,66.0,97.5,86.2
builder,56433,10,0,0.000,0,0,0.0,54.7,98.8,84.5
builder,56433,11,0,0.000,0,0,0.0,34.4,95.6,83.7
builder,56433,12,0,0.000,0,3,0.1,15.1,94.8,85.3
builder,56433,13,0,3.000,1,0,0.0,0.0,0.0,0.0
builder,64352,1,0,-0.000,0,0,0.0,91.0,99.7,70.0
builder,64352,2,0,0.000,0,0,0.0,73.0,94.7,70.7
builder,64352,3,0,0.000,0,0,0.0,76.9,93.9,72.0
builder,64352,4,0,0.000,0,0,0.0,83.6,99.6,78.9
builder,64352,5,0,0.000,0,0,0.0,65.6,99.7,82.3
builder,64352,6,0,0.000,0,0,0.0,78.5,99.9,82.7
builder,64352,7,0,2.000,0,0,0.0,66.4,97.1,83.2
builder,64352,8,0,0.000,0,0,0.0,70.2,95.5,83.0
builder,64352,9,0,0.000,0,0,0.0,62.9,97.9,84.6
builder,64352,10,0,0.000,0,0,0.0,65.5,98.8,84.8
builder,64352,11,0,0.000,0,0,0.0,50.3,98.1,93.0
builder,64352,12,0,0.000,0,0,0.0,32.3,98.1,95.9
builder,64352,13,0,2.000,0,0,0.0,23.3,99.8,97.0
builder,72271,1,0,-0.000,0,0,0.0,90.5,99.6,70.0
builder,72271,2,0,0.000,0,0,0.0,73.4,95.9,68.2
builder,72271,3,0,0.000,0,0,0.0,76.3,95.0,65.7
builder,72271,4,0,0.000,0,0,0.0,79.3,99.4,63.2
builder,72271,5,0,0.000,0,0,0.0,65.1,98.4,60.7
builder,72271,6,0,0.000,0,0,0.0,74.5,98.8,53.7
builder,72271,7,0,4.000,0,0,0.0,54.1,90.4,44.0
builder,72271,8,0,0.000,0,0,0.0,63.9,86.8,37.7
builder,72271,9,0,0.000,0,0,0.0,71.1,94.3,30.9
builder,72271,10,0,0.000,0,0,0.0,65.2,98.6,23.4
builder,72271,11,0,0.000,0,0,0.0,70.7,99.9,14.4
builder,72271,12,0,0.000,0,0,0.0,60.0,97.0,10.1
builder,72271,13,0,5.000,0,0,0.0,0.0,0.0,0.0
builder,80190,1,0,-0.000,0,0,0.0,90.5,99.8,70.0
builder,80190,2,0,0.000,0,0,0.0,72.7,95.4,69.2
builder,80190,3,0,0.000,0,0,0.0,77.9,95.6,72.9
builder,80190,4,0,0.000,0,0,0.0,80.1,99.3,72.1
builder,80190,5,0,0.000,0,0,0.0,69.8,98.8,71.4
builder,80190,6,0,0.000,0,0,0.0,73.7,99.8,69.2
builder,80190,7,0,2.000,0,0,0.0,68.4,97.5,66.5
builder,80190,8,0,0.000,0,0,0.0,61.7,93.1,64.1
builder,80190,9,0,0.000,0,0,0.0,62.8,94.6,60.1
builder,80190,10,0,0.000,0,0,0.0,61.2,98.0,52.7
builder,80190,11,0,0.000,0,0,0.0,42.8,97.8,45.7
builder,80190,12,0,0.000,0,0,0.0,23.9,97.0,43.2
builder,80190,13,0,3.000,0,0,0.0,0.0,0.0,0.0
builder,88109,1,0,-0.000,0,0,0.0,90.0,99.8,70.0
builder,88109,2,0,0.000,0,0,0.0,74.5,95.3,74.3
builder,88109,3,0,0.000,0,0,0.0,78.8,93.1,76.0
builder,88109,4,0,0.000,0,0,0.0,77.4,99.2,81.1
builder,88109,5,0,0.000,0,0,0.0,70.9,99.9,82.3
builder,88109,6,0,0.000,0,0,0.0,71.5,99.4,78.7
builder,88109,7,0,3.000,1,4,0.1,58.6,91.6,76.2
builder,88109,8,0,0.000,0,0,0.0,62.2,88.9,72.4
builder,88109,9,0,0.000,0,0,0.0,59.6,93.5,71.2
builder,88109,10,0,0.000,0,0,0.0,56.0,94.1,64.0
builder,88109,11,0,0.000,0,0,0.0,53.1,92.6,56.6
builder,88109,12,0,0.000,0,0,0.0,37.7,91.2,56.1
builder,88109,13,0,2.000,0,0,0.0,0.0,0.0,0.0
builder,96028,1,0,-0.000,0,0,0.0,89.2,99.6,70.0
builder,96028,2,0,0.000,0,0,0.0,69.4,95.2,70.0
builder,96028,3,0,0.000,0,0,0.0,83.6,94.7,75.7
builder,96028,4,0,0.000,0,0,0.0,77.9,97.8,75.7
builder,96028,5,0,0.000,0,0,0.0,59.9,96.9,75.7
builder,96028,6,0,0.000,0,0,0.0,77.3,98.2,70.3
builder,96028,7,0,3.000,1,4,0.2,65.0,91.4,67.5
builder,96028,8,0,0.000,0,0,0.0,67.5,90.3,64.3
builder,96028,9,0,0.000,0,0,0.0,73.2,95.8,66.2
builder,96028,10,0,0.000,0,0,0.0,67.6,96.7,59.9
builder,96028,11,0,0.000,0,0,0.0,71.2,97.6,51.0
builder,96028,12,0,0.000,0,0,0.0,64.6,98.8,49.1
builder,96028,13,0,2.000,0,0,0.0,0.0,0.0,0.0
builder,103947,1,0,-0.000,0,0,0.0,91.0,99.8,70.0
builder,103947,2,0,0.000,0,0,0.0,75.6,95.3,73.4
builder,103947,3,0,0.000,0,0,0.0,76.3,93.2,71.7
builder,103947,4,0,0.000,0,0,0.0,81.6,96.6,70.0
builder,103947,5,0,0.000,0,0,0.0,66.9,95.8,68.3
builder,103947,6,0,0.000,0,0,0.0,75.5,97.3,61.2
builder,103947,7,0,3.000,0,0,0.0,58.8,90.2,51.3
builder,103947,8,0,0.000,0,0,0.0,66.3,87.5,45.3
builder,103947,9,0,0.000,0,0,0.0,70.5,93.7,39.9
builder,103947,10,0,0.000,0,0,0.0,67.6,96.3,31.5
builder,103947,11,0,0.000,0,0,0.0,64.1,94.7,22.0
builder,103947,12,0,0.000,0,0,0.0,63.8,95.7,15.4
builder,103947,13,0,3.000,0,0,0.0,56.7,93.3,5.6
builder,111866,1,0,-0.000,0,0,0.0,91.7,99.5,70.0
builder,111866,2,0,0.000,0,0,0.0,73.9,94.3,70.0
builder,111866,3,0,0.000,0,0,0.0,75.8,92.0,70.0
builder,111866,4,0,0.000,0,0,0.0,81.2,98.2,70.0
builder,111866,5,0,0.000,0,0,0.0,70.1,96.4,70.0
builder,111866,6,0,0.000,0,0,0.0,73.4,98.3,67.3
builder,111866,7,0,2.000,0,0,0.0,68.4,95.8,70.7
builder,111866,8,0,0.000,0,0,0.0,69.7,92.3,68.8
builder,111866,9,0,0.000,0,0,0.0,59.8,95.1,68.9
builder,111866,10,0,0.000,0,0,0.0,69.1,96.8,71.6
builder,111866,11,0,0.000,0,0,0.0,53.4,96.6,78.1
builder,111866,12,0,0.000,0,0,0.0,34.6,95.4,77.9
builder,111866,13,0,4.000,0,0,0.0,25.2,90.9,71.6
builder,119785,1,0,-0.000,0,0,0.0,90.5,99.7,70.0
builder,119785,2,0,0.000,0,0,0.0,75.5,95.8,74.9
builder,119785,3,0,0.000,0,0,0.0,75.6,93.9,74.9
builder,119785,4,0,0.000,0,0,0.0,80.2,97.1,74.9
builder,119785,5,0,0.000,0,0,0.0,72.2,97.4,74.9
builder,119785,6,0,0.000,0,0,0.0,71.0,98.2,70.0
builder,119785,7,0,3.000,1,3,0.1,70.2,90.1,65.1
builder,119785,8,0,0.000,0,0,0.0,70.9,86.4,61.9
builder,119785,9,0,0.000,0,0,0.0,68.1,91.1,59.2
builder,119785,10,0,0.000,0,0,0.0,66.7,93.1,51.8
builder,119785,11,0,0.000,0,0,0.0,66.3,92.5,44.0
builder,119785,12,0,0.000,0,0,0.0,57.3,91.9,42.4
builder,119785,13,0,2.000,0,0,0.0,0.0,0.0,0.0
builder,127704,1,0,-0.000,0,0,0.0,91.0,99.8,70.0
builder,127704,2,0,0.000,0,0,0.0,75.2,95.0,74.3
builder,127704,3,0,0.000,0,0,0.0,73.4,91.7,74.3
builder,127704,4,0,0.000,0,0,0.0,85.8,97.1,78.1
builder,127704,5,0,0.000,0,0,0.0,67.1,98.4,78.1
builder,127704,6,0,0.000,0,0,0.0,74.0,99.7,75.2
builder,127704,7,0,2.000,0,0,0.0,67.3,98.9,73.8
builder,127704,8,0,0.000,0,0,0.0,72.0,99.8,70.2
builder,127704,9,0,0.000,0,0,0.0,66.6,99.9,73.1
builder,127704,10,0,0.000,0,0,0.0,61.0,99.2,68.2
builder,127704,11,0,0.000,0,0,0.0,43.9,97.7,66.1
builder,127704,12,0,0.000,0,0,0.0,31.8,98.0,71.0
builder,127704,13,0,2.000,0,0,0.0,0.0,0.0,0.0
builder,135623,1,0,-0.000,0,0,0.0,91.0,99.6,70.0
builder,135623,2,0,0.000,0,0,0.0,75.6,94.1,73.6
builder,135623,3,0,0.000,0,0,0.0,76.3,91.9,72.9
builder,135623,4,0,0.000,0,0,0.0,81.6,98.6,72.1
builder,135623,5,0,0.000,0,0,0.0,66.9,99.2,71.4
builder,135623,6,0,0.000,0,0,0.0,75.9,99.4,65.3
builder,135623,7,0,3.000,0,0,0.0,58.8,91.7,56.4
builder,135623,8,0,0.000,0,0,0.0,64.3,89.7,51.8
builder,135623,9,0,0.000,0,0,0.0,67.9,97.9,47.5
builder,135623,10,0,0.000,0,0,0.0,66.6,98.4,40.0
builder,135623,11,0,0.000,0,0,0.0,57.3,99.5,33.7
builder,135623,12,0,0.000,0,0,0.0,62.4,99.7,29.4
builder,135623,13,0,2.000,0,0,0.0,61.7,98.5,27.9
builder,143542,1,0,-0.000,0,0,0.0,89.2,99.8,70.0
builder,143542,2,0,0.000,0,0,0.0,69.4,95.3,69.0
builder,143542,3,0,0.000,0,0,0.0,83.5,93.9,72.0
builder,143542,4,0,0.000,0,0,0.0,77.9,98.4,70.3
builder,143542,5,0,0.000,0,0,0.0,63.0,98.9,68.6
builder,143542,6,0,0.000,0,0,0.0,76.4,98.5,61.4
builder,143542,7,0,3.000,0,0,0.0,58.7,90.7,51.6
builder,143542,8,0,0.000,0,0,0.0,63.2,88.6,47.5
builder,143542,9,0,0.000,0,0,0.0,70.1,96.7,41.7
builder,143542,10,1,0.000,0,0,0.0,64.3,97.0,29.2
builder,143542,11,0,0.000,0,0,0.0,70.7,97.5,2.7
builder,143542,12,0,0.000,0,0,0.0,65.6,98.4,1.6
builder,143542,13,0,4.000,0,0,0.0,63.1,95.9,0.0
builder,151461,1,0,-0.000,0,0,0.0,91.0,99.1,70.0
builder,151461,2,0,0.000,0,0,0.0,73.0,92.8,69.0
builder,151461,3,0,0.000,0,0,0.0,72.9,88.3,69.2
builder,151461,4,0,0.000,0,0,0.0,85.9,94.2,72.5
builder,151461,5,0,0.000,0,0,0.0,69.7,96.7,73.3
builder,151461,6,0,0.000,0,0,0.0,55.3,94.7,74.2
builder,151461,7,0,3.000,0,0,0.0,68.9,85.1,66.4
builder,151461,8,0,0.000,0,0,0.0,72.5,81.6,63.7
builder,151461,9,0,0.000,0,0,0.0,63.8,88.3,63.3
builder,151461,10,0,0.000,0,0,0.0,76.2,93.8,62.8
builder,151461,11,0,0.000,0,0,0.0,66.0,93.4,57.7
builder,151461,12,0,0.000,0,0,0.0,70.8,93.3,55.7
builder,151461,13,0,3.000,0,0,0.0,66.5,90.1,48.1
gatherer,1000,1,0,-0.000,0,0,0.0,89.2,98.1,70.0
gatherer,1000,2,0,0.000,0,0,0.0,70.5,93.4,69.0
gatherer,1000,3,0,0.000,0,0,0.0,57.6,84.0,72.3
gatherer,1000,4,0,0.000,0,0,0.0,90.1,77.6,77.4
gatherer,1000,5,0,0.000,0,0,0.0,75.3,68.9,78.9
gatherer,1000,6,0,0.000,0,0,0.0,63.3,59.5,78.3
gatherer,1000,7,0,3.000,0,0,0.0,71.0,50.1,67.8
gatherer,1000,8,0,0.000,0,0,0.0,59.3,40.8,67.3
gatherer,1000,9,0,0.000,0,0,0.0,68.4,30.8,62.1
gatherer,1000,10,0,0.000,0,0,0.0,57.0,21.3,55.8
gatherer,1000,11,0,0.000,0,0,0.0,66.0,11.3,48.6
gatherer,1000,12,0,0.000,0,4,0.2,51.0,3.7,41.9
gatherer,1000,13,0,4.000,0,0,0.0,43.1,2.0,31.9
gatherer,8919,1,0,-0.000,0,0,0.0,92.1,98.6,70.0
gatherer,8919,2,0,0.000,0,0,0.0,75.3,94.7,70.0
gatherer,8919,3,0,0.000,0,0,0.0,60.0,87.5,70.0
gatherer,8919,4,0,0.000,0,0,0.0,89.3,86.0,70.0
gatherer,8919,5,0,0.000,0,0,0.0,77.2,78.7,74.3
gatherer,8919,6,0,0.000,0,0,0.0,60.3,68.8,74.3
gatherer,8919,7,0,2.000,0,0,0.0,73.6,63.4,76.2
gatherer,8919,8,0,0.000,0,0,0.0,67.4,52.9,73.7
gatherer,8919,9,0,0.000,0,0,0.0,52.7,42.4,71.9
gatherer,8919,10,0,0.000,0,0,0.0,36.1,33.0,69.5
gatherer,8919,11,0,0.000,0,0,0.0,19.7,24.5,67.5
gatherer,8919,12,0,0.000,0,0,0.0,6.2,16.3,60.6
gatherer,8919,13,0,3.000,0,0,0.0,2.0,12.4,47.4
gatherer,16838,1,0,-0.000,0,0,0.0,91.0,98.4,70.0
gatherer,16838,2,0,0.000,0,0,0.0,75.6,92.8,73.6
gatherer,16838,3,0,0.000,0,0,0.0,57.6,83.4,74.3
gatherer,16838,4,0,0.000,0,0,0.0,85.7,74.6,75.3
gatherer,16838,5,0,0.000,0,0,0.0,77.9,65.7,77.0
gatherer,16838,6,0,0.000,0,0,0.0,63.9,61.1,81.4
gatherer,16838,7,0,2.000,0,0,0.0,69.8,52.2,79.8
gatherer,16838,8,0,0.000,0,0,0.0,66.8,43.9,78.9
gatherer,16838,9,0,0.000,0,0,0.0,68.6,35.6,74.5
gatherer,16838,10,0,0.000,0,0,0.0,70.6,26.9,63.8
gatherer,16838,11,0,0.000,0,0,0.0,64.9,15.1,53.8
gatherer,16838,12,0,0.000,0,0,0.0,48.0,9.6,50.4
gatherer,16838,13,0,2.000,0,0,0.0,0.0,0.0,0.0
gatherer,24757,1,0,-0.000,0,0,0.0,92.0,98.7,70.0
gatherer,24757,2,0,0.000,0,0,0.0,75.3,94.9,70.0
gatherer,24757,3,0,0.000,0,0,0.0,56.5,84.2,70.0
gatherer,24757,4,0,0.000,0,0,0.0,88.8,73.6,70.0
gatherer,24757,5,0,0.000,0,0,0.0,74.2,67.6,74.3
gatherer,24757,6,0,0.000,0,0,0.0,69.6,57.1,74.3
gatherer,24757,7,0,2.000,0,0,0.0,71.1,52.7,75.7
gatherer,24757,8,0,0.000,0,0,0.0,67.3,42.4,71.4
gatherer,24757,9,0,0.000,0,0,0.0,53.6,32.4,69.4
gatherer,24757,10,0,0.000,0,0,0.0,34.2,24.0,63.1
gatherer,24757,11,0,0.000,0,0,0.0,15.4,14.9,58.1
gatherer,24757,12,0,0.000,0,0,0.0,4.4,9.0,51.2
gatherer,24757,13,0,3.000,0,0,0.0,1.3,7.5,38.1
gatherer,32676,1,0,-0.000,0,0,0.0,92.1,99.0,70.0
gatherer,32676,2,0,0.000,0,0,0.0,77.1,96.3,71.7
gatherer,32676,3,0,0.000,0,0,0.0,60.9,87.9,73.3
gatherer,32676,4,0,0.000,0,0,0.0,90.4,80.9,78.6
gatherer,32676,5,0,0.000,0,0,0.0,73.4,71.5,80.3
gatherer,32676,6,0,0.000,0,0,0.0,70.6,62.0,78.4
gatherer,32676,7,0,4.000,1,10,0.5,75.9,57.4,73.9
gatherer,32676,8,0,0.000,0,0,0.0,61.8,47.4,75.0
gatherer,32676,9,0,0.000,0,0,0.0,66.3,38.5,71.5
gatherer,32676,10,1,0.000,0,0,0.0,54.7,31.0,60.3
gatherer,32676,11,0,0.000,0,0,0.0,39.0,22.4,36.9
gatherer,32676,12,0,0.000,0,0,0.0,22.1,14.8,31.0
gatherer,32676,13,0,3.000,0,0,0.0,0.0,0.0,0.0
gatherer,40595,1,0,-0.000,0,0,0.0,90.5,98.6,70.0
gatherer,40595,2,0,0.000,0,0,0.0,74.3,94.8,74.3
gatherer,40595,3,0,0.000,0,0,0.0,63.4,85.5,74.3
gatherer,40595,4,0,0.000,0,0,0.0,83.3,76.7,74.3
gatherer,40595,5,0,0.000,0,0,0.0,79.0,67.3,74.3
gatherer,40595,6,0,0.000,0,0,0.0,62.6,58.0,72.0
gatherer,40595,7,0,3.000,0,3,0.1,64.5,47.5,61.0
gatherer,40595,8,0,0.000,0,0,0.0,63.0,36.5,57.4
gatherer,40595,9,0,0.000,0,0,0.0,64.7,27.1,53.5
gatherer,40595,10,0,0.000,0,0,0.0,52.2,18.4,47.2
gatherer,40595,11,0,0.000,0,0,0.0,34.7,9.2,45.7
gatherer,40595,12,0,0.000,0,14,0.7,16.0,1.5,40.7
gatherer,40595,13,0,2.000,0,0,0.0,7.3,0.0,35.7
gatherer,48514,1,0,-0.000,0,0,0.0,90.5,98.2,70.0
gatherer,48514,2,0,0.000,0,0,0.0,71.5,92.8,69.7
gatherer,48514,3,0,0.000,0,0,0.0,64.1,82.8,67.2
gatherer,48514,4,0,0.000,0,0,0.0,84.6,72.8,66.3
gatherer,48514,5,0,0.000,0,0,0.0,77.8,68.1,69.7
gatherer,48514,6,0,0.000,0,0,0.0,65.7,58.7,68.0
gatherer,48514,7,0,2.000,0,0,0.0,49.1,49.3,66.6
gatherer,48514,8,0,0.000,0,0,0.0,31.4,39.9,64.1
gatherer,48514,9,0,0.000,0,0,0.0,13.2,30.7,59.6
gatherer,48514,10,0,0.000,0,0,0.0,4.6,23.3,53.6
gatherer,48514,11,0,0.000,0,0,0.0,1.3,15.9,52.6
gatherer,48514,12,0,0.000,0,0,0.0,0.0,10.0,46.6
gatherer,48514,13,0,2.000,0,0,0.0,0.0,0.0,0.0
gatherer,56433,1,0,-0.000,0,0,0.0,89.5,98.3,70.0
gatherer,56433,2,0,0.000,0,0,0.0,69.8,94.3,71.0
gatherer,56433,3,0,0.000,0,0,0.0,73.6,84.9,72.7
gatherer,56433,4,0,0.000,0,0,0.0,80.1,75.6,74.3
gatherer,56433,5,0,0.000,0,0,0.0,79.5,69.8,78.9
gatherer,56433,6,0,0.000,0,0,0.0,64.2,60.3,79.6
gatherer,56433,7,0,2.000,0,0,0.0,70.6,57.1,81.1
gatherer,56433,8,0,0.000,0,0,0.0,55.2,47.9,81.8
gatherer,56433,9,0,0.000,0,0,0.0,36.2,37.6,82.6
gatherer,56433,10,3,0.000,0,0,0.0,28.7,36.5,67.1
gatherer,56433,11,0,0.000,0,0,0.0,19.6,29.2,4.8
gatherer,56433,12,0,0.000,0,0,0.0,12.4,21.4,2.5
gatherer,56433,13,0,2.000,0,0,0.0,9.7,17.5,0.7
gatherer,64352,1,0,-0.000,0,0,0.0,92.1,99.0,70.0
gatherer,64352,2,0,0.000,0,0,0.0,76.4,96.2,73.3
gatherer,64352,3,0,0.000,0,0,0.0,61.3,91.8,76.7
gatherer,64352,4,0,0.000,0,0,0.0,90.4,93.6,82.9
gatherer,64352,5,0,0.000,0,0,0.0,74.5,91.6,86.3
gatherer,64352,6,0,0.000,0,0,0.0,57.6,83.3,89.7
gatherer,64352,7,0,2.000,0,0,0.0,54.1,74.4,93.1
gatherer,64352,8,0,0.000,0,0,0.0,63.6,65.6,90.3
gatherer,64352,9,0,0.000,0,0,0.0,52.6,56.7,90.3
gatherer,64352,10,0,0.000,0,0,0.0,43.1,54.1,89.3
gatherer,64352,11,0,0.000,0,0,0.0,27.0,43.7,88.9
gatherer,64352,12,0,0.000,0,0,0.0,13.8,35.2,87.8
gatherer,64352,13,0,2.000,0,0,0.0,18.7,38.9,88.4
gatherer,72271,1,0,-0.000,0,0,0.0,90.5,98.3,70.0
gatherer,72271,2,0,0.000,0,0,0.0,71.5,93.9,69.2
gatherer,72271,3,0,0.000,0,0,0.0,61.6,85.1,66.7
gatherer,72271,4,0,0.000,0,0,0.0,88.8,79.9,70.0
gatherer,72271,5,0,0.000,0,0,0.0,71.0,70.5,68.3
gatherer,72271,6,0,0.000,0,0,0.0,58.6,60.1,63.9
gatherer,72271,7,0,3.000,0,2,0.1,40.0,49.7,54.1
gatherer,72271,8,0,0.000,0,0,0.0,53.9,40.1,46.1
gatherer,72271,9,0,0.000,0,0,0.0,53.0,31.6,41.3
gatherer,72271,10,1,0.000,0,0,0.0,36.7,23.1,28.5
gatherer,72271,11,0,0.000,0,0,0.0,22.5,15.5,6.5
gatherer,72271,12,0,0.000,0,0,0.0,9.2,9.5,4.3
gatherer,72271,13,0,4.000,0,0,0.0,3.4,7.7,0.8
gatherer,80190,1,0,-0.000,0,0,0.0,91.7,99.0,70.0
gatherer,80190,2,0,0.000,0,0,0.0,77.5,95.6,74.3
gatherer,80190,3,0,0.000,0,0,0.0,59.9,88.8,74.3
gatherer,80190,4,0,0.000,0,0,0.0,85.7,86.9,74.3
gatherer,80190,5,0,0.000,0,0,0.0,78.7,80.0,78.1
gatherer,80190,6,0,0.000,0,0,0.0,67.3,70.6,77.5
gatherer,80190,7,0,2.000,0,0,0.0,55.6,65.6,81.1
gatherer,80190,8,0,0.000,0,0,0.0,36.2,55.3,81.1
gatherer,80190,9,0,0.000,0,0,0.0,24.1,50.0,83.5
gatherer,80190,10,0,0.000,0,0,0.0,12.2,41.5,82.1
gatherer,80190,11,0,0.000,0,0,0.0,7.3,34.0,82.5
gatherer,80190,12,0,0.000,0,0,0.0,3.8,26.8,76.7
gatherer,80190,13,0,3.000,0,0,0.0,2.0,23.0,65.0
gatherer,88109,1,0,-0.000,0,0,0.0,91.2,98.9,70.0
gatherer,88109,2,0,0.000,0,0,0.0,74.5,96.3,70.0
gatherer,88109,3,0,0.000,0,0,0.0,56.5,90.5,70.0
gatherer,88109,4,0,0.000,0,0,0.0,80.0,91.1,70.0
gatherer,88109,5,0,0.000,0,0,0.0,70.5,91.5,70.0
gatherer,88109,6,0,0.000,0,0,0.0,70.1,89.3,69.6
gatherer,88109,7,0,2.000,0,0,0.0,63.5,79.9,67.5
gatherer,88109,8,0,0.000,0,0,0.0,64.0,74.4,70.0
gatherer,88109,9,0,0.000,0,0,0.0,68.7,65.1,66.2
gatherer,88109,10,0,0.000,0,0,0.0,68.1,56.1,62.0
gatherer,88109,11,0,0.000,0,0,0.0,53.9,46.4,63.6
gatherer,88109,12,0,0.000,0,0,0.0,36.1,37.4,61.1
